original,filename,size,path,width,height,alt,file_size_kb
2025_SIERRA FERREL_-1.jpg,sierra-ferrel-violin-performance-augustine-amphitheatre-400w.webp,thumb,sierra-ferrel-violin-performance-augustine-amphitheatre-400w.webp,400,500,"Sierra Ferrel performs with violin wearing floral crown and dress at Augustine Amphitheatre in St. Augustine, Florida",21.6
2025_SIERRA FERREL_-11.jpg,concert-audience-augustine-amphitheatre-st-augustine-1920w.webp,large,concert-audience-augustine-amphitheatre-st-augustine-1920w.webp,1080,1350,"Concert audience member with raised hands enjoying live performance at Augustine Amphitheatre in St. Augustine, Florida",52.3
2025_SIERRA FERREL_-11.jpg,concert-audience-augustine-amphitheatre-st-augustine-1200w.webp,medium,concert-audience-augustine-amphitheatre-st-augustine-1200w.webp,1080,1350,"Concert audience member with raised hands enjoying live performance at Augustine Amphitheatre in St. Augustine, Florida",52.3
2025_SIERRA FERREL_-11.jpg,concert-audience-augustine-amphitheatre-st-augustine-400w.webp,thumb,concert-audience-augustine-amphitheatre-st-augustine-400w.webp,400,500,"Concert audience member with raised hands enjoying live performance at Augustine Amphitheatre in St. Augustine, Florida",14.2
2025_SIERRA FERREL_-3.jpg,sierra-ferrel-violin-performance-augustine-amphitheatre-2-1920w.webp,large,sierra-ferrel-violin-performance-augustine-amphitheatre-2-1920w.webp,1080,1350,"Sierra Ferrel performing with violin in floral dress on stage at Augustine Amphitheatre in St. Augustine, Florida",111.0
2025_SIERRA FERREL_-3.jpg,sierra-ferrel-violin-performance-augustine-amphitheatre-2-1200w.webp,medium,sierra-ferrel-violin-performance-augustine-amphitheatre-2-1200w.webp,1080,1350,"Sierra Ferrel performing with violin in floral dress on stage at Augustine Amphitheatre in St. Augustine, Florida",111.0
2025_SIERRA FERREL_-3.jpg,sierra-ferrel-violin-performance-augustine-amphitheatre-2-400w.webp,thumb,sierra-ferrel-violin-performance-augustine-amphitheatre-2-400w.webp,400,500,"Sierra Ferrel performing with violin in floral dress on stage at Augustine Amphitheatre in St. Augustine, Florida",26.2
2025_SIERRA FERREL_-4.jpg,audience-reaction-concert-augustine-amphitheatre-st-augustine-1920w.webp,large,audience-reaction-concert-augustine-amphitheatre-st-augustine-1920w.webp,1080,1350,"Two excited women laughing and enjoying live performance at Augustine Amphitheatre in St. Augustine, Florida",106.9
2025_SIERRA FERREL_-4.jpg,audience-reaction-concert-augustine-amphitheatre-st-augustine-1200w.webp,medium,audience-reaction-concert-augustine-amphitheatre-st-augustine-1200w.webp,1080,1350,"Two excited women laughing and enjoying live performance at Augustine Amphitheatre in St. Augustine, Florida",106.9
2025_SIERRA FERREL_-4.jpg,audience-reaction-concert-augustine-amphitheatre-st-augustine-400w.webp,thumb,audience-reaction-concert-augustine-amphitheatre-st-augustine-400w.webp,400,500,"Two excited women laughing and enjoying live performance at Augustine Amphitheatre in St. Augustine, Florida",16.1
2026-StPaulAndTheBrokenBones-00.jpg,stpaulandthebrokenbones-live-performance-augustine-amphitheatre-st-augustine-1920w.webp,large,stpaulandthebrokenbones-live-performance-augustine-amphitheatre-st-augustine-1920w.webp,1920,2400,"Stpaulandthebrokenbones performing in sparkly jacket with microphone and colorful stage lights at Augustine Amphitheatre in St. Augustine, Florida",264.2
2026-StPaulAndTheBrokenBones-00.jpg,stpaulandthebrokenbones-live-performance-augustine-amphitheatre-st-augustine-1200w.webp,medium,stpaulandthebrokenbones-live-performance-augustine-amphitheatre-st-augustine-1200w.webp,1200,1500,"Stpaulandthebrokenbones performing in sparkly jacket with microphone and colorful stage lights at Augustine Amphitheatre in St. Augustine, Florida",132.7
2026-StPaulAndTheBrokenBones-00.jpg,stpaulandthebrokenbones-live-performance-augustine-amphitheatre-st-augustine-400w.webp,thumb,stpaulandthebrokenbones-live-performance-augustine-amphitheatre-st-augustine-400w.webp,400,500,"Stpaulandthebrokenbones performing in sparkly jacket with microphone and colorful stage lights at Augustine Amphitheatre in St. Augustine, Florida",23.3
2026-StPaulAndTheBrokenBones-01.jpg,stpaulandthebrokenbones-performance-augustine-amphitheatre-st-augustine-1920w.webp,large,stpaulandthebrokenbones-performance-augustine-amphitheatre-st-augustine-1920w.webp,1920,1536,"Stpaulandthebrokenbones performs in sparkling sequined jacket with raised hand at Augustine Amphitheatre in St. Augustine, Florida",233.4
2026-StPaulAndTheBrokenBones-01.jpg,stpaulandthebrokenbones-performance-augustine-amphitheatre-st-augustine-1200w.webp,medium,stpaulandthebrokenbones-performance-augustine-amphitheatre-st-augustine-1200w.webp,1200,960,"Stpaulandthebrokenbones performs in sparkling sequined jacket with raised hand at Augustine Amphitheatre in St. Augustine, Florida",112.0
2026-StPaulAndTheBrokenBones-01.jpg,stpaulandthebrokenbones-performance-augustine-amphitheatre-st-augustine-400w.webp,thumb,stpaulandthebrokenbones-performance-augustine-amphitheatre-st-augustine-400w.webp,400,320,"Stpaulandthebrokenbones performs in sparkling sequined jacket with raised hand at Augustine Amphitheatre in St. Augustine, Florida",15.9
2026-StPaulAndTheBrokenBones-05.jpg,stpaulandthebrokenbones-electric-violin-performance-augustine-amphitheatre-1920w.webp,large,stpaulandthebrokenbones-electric-violin-performance-augustine-amphitheatre-1920w.webp,1920,1536,"Stpaulandthebrokenbones performing with electric violin in dramatic blue stage lighting at Augustine Amphitheatre in St. Augustine, Florida",199.4
2026-StPaulAndTheBrokenBones-05.jpg,stpaulandthebrokenbones-electric-violin-performance-augustine-amphitheatre-1200w.webp,medium,stpaulandthebrokenbones-electric-violin-performance-augustine-amphitheatre-1200w.webp,1200,960,"Stpaulandthebrokenbones performing with electric violin in dramatic blue stage lighting at Augustine Amphitheatre in St. Augustine, Florida",65.4
2026-StPaulAndTheBrokenBones-05.jpg,stpaulandthebrokenbones-electric-violin-performance-augustine-amphitheatre-400w.webp,thumb,stpaulandthebrokenbones-electric-violin-performance-augustine-amphitheatre-400w.webp,400,320,"Stpaulandthebrokenbones performing with electric violin in dramatic blue stage lighting at Augustine Amphitheatre in St. Augustine, Florida",13.0
2026-StPaulAndTheBrokenBones-06.jpg,stpaulandthebrokenbones-guitar-performance-augustine-amphitheatre-1920w.webp,large,stpaulandthebrokenbones-guitar-performance-augustine-amphitheatre-1920w.webp,1920,2400,"Stpaulandthebrokenbones performing with guitar in dramatic stage lighting at Augustine Amphitheatre in St. Augustine, Florida",957.0
2026-StPaulAndTheBrokenBones-06.jpg,stpaulandthebrokenbones-guitar-performance-augustine-amphitheatre-1200w.webp,medium,stpaulandthebrokenbones-guitar-performance-augustine-amphitheatre-1200w.webp,1200,1500,"Stpaulandthebrokenbones performing with guitar in dramatic stage lighting at Augustine Amphitheatre in St. Augustine, Florida",341.6
2026-StPaulAndTheBrokenBones-06.jpg,stpaulandthebrokenbones-guitar-performance-augustine-amphitheatre-400w.webp,thumb,stpaulandthebrokenbones-guitar-performance-augustine-amphitheatre-400w.webp,400,500,"Stpaulandthebrokenbones performing with guitar in dramatic stage lighting at Augustine Amphitheatre in St. Augustine, Florida",19.6
2026-StPaulAndTheBrokenBones-07.jpg,stpaulandthebrokenbones-bass-performance-augustine-amphitheatre-st-augustine-1920w.webp,large,stpaulandthebrokenbones-bass-performance-augustine-amphitheatre-st-augustine-1920w.webp,1920,2400,"Stpaulandthebrokenbones performing with bass guitar on stage at Augustine Amphitheatre in St. Augustine, Florida",980.0
2026-StPaulAndTheBrokenBones-07.jpg,stpaulandthebrokenbones-bass-performance-augustine-amphitheatre-st-augustine-1200w.webp,medium,stpaulandthebrokenbones-bass-performance-augustine-amphitheatre-st-augustine-1200w.webp,1200,1499,"Stpaulandthebrokenbones performing with bass guitar on stage at Augustine Amphitheatre in St. Augustine, Florida",303.1
2026-StPaulAndTheBrokenBones-07.jpg,stpaulandthebrokenbones-bass-performance-augustine-amphitheatre-st-augustine-400w.webp,thumb,stpaulandthebrokenbones-bass-performance-augustine-amphitheatre-st-augustine-400w.webp,400,500,"Stpaulandthebrokenbones performing with bass guitar on stage at Augustine Amphitheatre in St. Augustine, Florida",24.5
2026-StPaulAndTheBrokenBones-13.jpg,stpaulandthebrokenbones-live-performance-augustine-amphitheatre-st-augustine-2-1920w.webp,large,stpaulandthebrokenbones-live-performance-augustine-amphitheatre-st-augustine-2-1920w.webp,1920,2400,"Stpaulandthebrokenbones performs energetically on stage with raised fist at Augustine Amphitheatre in St. Augustine, Florida",918.7
2026-StPaulAndTheBrokenBones-13.jpg,stpaulandthebrokenbones-live-performance-augustine-amphitheatre-st-augustine-2-1200w.webp,medium,stpaulandthebrokenbones-live-performance-augustine-amphitheatre-st-augustine-2-1200w.webp,1200,1500,"Stpaulandthebrokenbones performs energetically on stage with raised fist at Augustine Amphitheatre in St. Augustine, Florida",278.0
2026-StPaulAndTheBrokenBones-13.jpg,stpaulandthebrokenbones-live-performance-augustine-amphitheatre-st-augustine-2-400w.webp,thumb,stpaulandthebrokenbones-live-performance-augustine-amphitheatre-st-augustine-2-400w.webp,400,500,"Stpaulandthebrokenbones performs energetically on stage with raised fist at Augustine Amphitheatre in St. Augustine, Florida",17.6
2026-StPaulAndTheBrokenBones-16.jpg,fans-watching-performance-augustine-amphitheatre-st-augustine-1920w.webp,large,fans-watching-performance-augustine-amphitheatre-st-augustine-1920w.webp,1920,1280,"Excited fans leaning over venue railing watching performance at Augustine Amphitheatre in St. Augustine, Florida",197.2
2026-StPaulAndTheBrokenBones-16.jpg,fans-watching-performance-augustine-amphitheatre-st-augustine-1200w.webp,medium,fans-watching-performance-augustine-amphitheatre-st-augustine-1200w.webp,1200,800,"Excited fans leaning over venue railing watching performance at Augustine Amphitheatre in St. Augustine, Florida",101.2
2026-StPaulAndTheBrokenBones-16.jpg,fans-watching-performance-augustine-amphitheatre-st-augustine-400w.webp,thumb,fans-watching-performance-augustine-amphitheatre-st-augustine-400w.webp,400,266,"Excited fans leaning over venue railing watching performance at Augustine Amphitheatre in St. Augustine, Florida",19.1
2026-StPaulAndTheBrokenBones-18.jpg,concert-audience-cheering-augustine-amphitheatre-st-augustine-1920w.webp,large,concert-audience-cheering-augustine-amphitheatre-st-augustine-1920w.webp,1920,1280,"Enthusiastic concert audience cheering and celebrating with raised hands at Augustine Amphitheatre in St. Augustine, Florida",281.3
2026-StPaulAndTheBrokenBones-18.jpg,concert-audience-cheering-augustine-amphitheatre-st-augustine-1200w.webp,medium,concert-audience-cheering-augustine-amphitheatre-st-augustine-1200w.webp,1200,800,"Enthusiastic concert audience cheering and celebrating with raised hands at Augustine Amphitheatre in St. Augustine, Florida",123.1
2026-StPaulAndTheBrokenBones-18.jpg,concert-audience-cheering-augustine-amphitheatre-st-augustine-400w.webp,thumb,concert-audience-cheering-augustine-amphitheatre-st-augustine-400w.webp,400,266,"Enthusiastic concert audience cheering and celebrating with raised hands at Augustine Amphitheatre in St. Augustine, Florida",20.6
DARK STAR ORCHESTRA - 1.jpg,dark-star-orchestra-live-concert-augustine-amphitheatre-1920w.webp,large,dark-star-orchestra-live-concert-augustine-amphitheatre-1920w.webp,1920,1199,"Dark Star Orchestra performs live concert with dramatic stage lighting at Augustine Amphitheatre in St. Augustine, Florida",146.6
DARK STAR ORCHESTRA - 1.jpg,dark-star-orchestra-live-concert-augustine-amphitheatre-1200w.webp,medium,dark-star-orchestra-live-concert-augustine-amphitheatre-1200w.webp,1200,749,"Dark Star Orchestra performs live concert with dramatic stage lighting at Augustine Amphitheatre in St. Augustine, Florida",73.6
DARK STAR ORCHESTRA - 1.jpg,dark-star-orchestra-live-concert-augustine-amphitheatre-400w.webp,thumb,dark-star-orchestra-live-concert-augustine-amphitheatre-400w.webp,400,249,"Dark Star Orchestra performs live concert with dramatic stage lighting at Augustine Amphitheatre in St. Augustine, Florida",15.6
DARK STAR ORCHESTRA - 2.jpg,dark-star-orchestra-concert-augustine-amphitheatre-st-augustine-1920w.webp,large,dark-star-orchestra-concert-augustine-amphitheatre-st-augustine-1920w.webp,1920,2400,"Dark Star Orchestra performing live concert with dramatic stage lighting at Augustine Amphitheatre in St. Augustine, Florida",282.4
DARK STAR ORCHESTRA - 2.jpg,dark-star-orchestra-concert-augustine-amphitheatre-st-augustine-1200w.webp,medium,dark-star-orchestra-concert-augustine-amphitheatre-st-augustine-1200w.webp,1200,1500,"Dark Star Orchestra performing live concert with dramatic stage lighting at Augustine Amphitheatre in St. Augustine, Florida",141.3
DARK STAR ORCHESTRA - 2.jpg,dark-star-orchestra-concert-augustine-amphitheatre-st-augustine-400w.webp,thumb,dark-star-orchestra-concert-augustine-amphitheatre-st-augustine-400w.webp,400,500,"Dark Star Orchestra performing live concert with dramatic stage lighting at Augustine Amphitheatre in St. Augustine, Florida",30.2
GOOSE01.jpg,goose-concert-lighting-augustine-amphitheatre-st-augustine-1920w.webp,large,goose-concert-lighting-augustine-amphitheatre-st-augustine-1920w.webp,1081,1350,"Goose performs with dramatic lighting and smoke effects for packed crowd at Augustine Amphitheatre in St. Augustine, Florida",233.9
GOOSE01.jpg,goose-concert-lighting-augustine-amphitheatre-st-augustine-1200w.webp,medium,goose-concert-lighting-augustine-amphitheatre-st-augustine-1200w.webp,1081,1350,"Goose performs with dramatic lighting and smoke effects for packed crowd at Augustine Amphitheatre in St. Augustine, Florida",233.9
GOOSE01.jpg,goose-concert-lighting-augustine-amphitheatre-st-augustine-400w.webp,thumb,goose-concert-lighting-augustine-amphitheatre-st-augustine-400w.webp,400,499,"Goose performs with dramatic lighting and smoke effects for packed crowd at Augustine Amphitheatre in St. Augustine, Florida",30.8
GOOSE02.jpg,goose-live-performance-augustine-amphitheatre-st-augustine-1920w.webp,large,goose-live-performance-augustine-amphitheatre-st-augustine-1920w.webp,1080,1350,"Goose performs with guitar under dramatic green and purple stage lighting at Augustine Amphitheatre in St. Augustine, Florida",56.3
GOOSE02.jpg,goose-live-performance-augustine-amphitheatre-st-augustine-1200w.webp,medium,goose-live-performance-augustine-amphitheatre-st-augustine-1200w.webp,1080,1350,"Goose performs with guitar under dramatic green and purple stage lighting at Augustine Amphitheatre in St. Augustine, Florida",56.3
GOOSE02.jpg,goose-live-performance-augustine-amphitheatre-st-augustine-400w.webp,thumb,goose-live-performance-augustine-amphitheatre-st-augustine-400w.webp,400,500,"Goose performs with guitar under dramatic green and purple stage lighting at Augustine Amphitheatre in St. Augustine, Florida",13.2
GOOSE03.jpg,goose-drummer-performance-augustine-amphitheatre-st-augustine-1920w.webp,large,goose-drummer-performance-augustine-amphitheatre-st-augustine-1920w.webp,1080,1350,"Goose drummer performing on elaborate drum kit with dramatic blue stage lighting at Augustine Amphitheatre in St. Augustine, Florida",214.0
GOOSE03.jpg,goose-drummer-performance-augustine-amphitheatre-st-augustine-1200w.webp,medium,goose-drummer-performance-augustine-amphitheatre-st-augustine-1200w.webp,1080,1350,"Goose drummer performing on elaborate drum kit with dramatic blue stage lighting at Augustine Amphitheatre in St. Augustine, Florida",214.0
GOOSE03.jpg,goose-drummer-performance-augustine-amphitheatre-st-augustine-400w.webp,thumb,goose-drummer-performance-augustine-amphitheatre-st-augustine-400w.webp,400,500,"Goose drummer performing on elaborate drum kit with dramatic blue stage lighting at Augustine Amphitheatre in St. Augustine, Florida",36.9
GOOSE06.jpg,goose-concert-performance-augustine-amphitheatre-st-augustine-1920w.webp,large,goose-concert-performance-augustine-amphitheatre-st-augustine-1920w.webp,1080,1350,"Goose band members performing with dramatic blue and pink stage lighting at Augustine Amphitheatre in St. Augustine, Florida",403.3
GOOSE06.jpg,goose-concert-performance-augustine-amphitheatre-st-augustine-1200w.webp,medium,goose-concert-performance-augustine-amphitheatre-st-augustine-1200w.webp,1080,1350,"Goose band members performing with dramatic blue and pink stage lighting at Augustine Amphitheatre in St. Augustine, Florida",403.3
GOOSE06.jpg,goose-concert-performance-augustine-amphitheatre-st-augustine-400w.webp,thumb,goose-concert-performance-augustine-amphitheatre-st-augustine-400w.webp,400,500,"Goose band members performing with dramatic blue and pink stage lighting at Augustine Amphitheatre in St. Augustine, Florida",26.2
GOOSE11.jpg,goose-stage-lighting-augustine-amphitheatre-1920w.webp,large,goose-stage-lighting-augustine-amphitheatre-1920w.webp,1080,1350,"Goose performs under dynamic stage lighting effects at Augustine Amphitheatre in St. Augustine, Florida",193.3
GOOSE11.jpg,goose-stage-lighting-augustine-amphitheatre-1200w.webp,medium,goose-stage-lighting-augustine-amphitheatre-1200w.webp,1080,1350,"Goose performs under dynamic stage lighting effects at Augustine Amphitheatre in St. Augustine, Florida",193.3
GOOSE11.jpg,goose-stage-lighting-augustine-amphitheatre-400w.webp,thumb,goose-stage-lighting-augustine-amphitheatre-400w.webp,400,500,"Goose performs under dynamic stage lighting effects at Augustine Amphitheatre in St. Augustine, Florida",41.3
GOOSE16.jpg,goose-live-concert-augustine-amphitheatre-st-augustine-1920w.webp,large,goose-live-concert-augustine-amphitheatre-st-augustine-1920w.webp,1920,1080,"Goose performs live concert with dramatic stage lighting at Augustine Amphitheatre in St. Augustine, Florida",425.9
GOOSE16.jpg,goose-live-concert-augustine-amphitheatre-st-augustine-1200w.webp,medium,goose-live-concert-augustine-amphitheatre-st-augustine-1200w.webp,1200,675,"Goose performs live concert with dramatic stage lighting at Augustine Amphitheatre in St. Augustine, Florida",133.4
GOOSE16.jpg,goose-live-concert-augustine-amphitheatre-st-augustine-400w.webp,thumb,goose-live-concert-augustine-amphitheatre-st-augustine-400w.webp,400,225,"Goose performs live concert with dramatic stage lighting at Augustine Amphitheatre in St. Augustine, Florida",19.1
GOOSE17.jpg,goose-concert-lighting-augustine-amphitheatre-st-augustine-2-1920w.webp,large,goose-concert-lighting-augustine-amphitheatre-st-augustine-2-1920w.webp,1920,1280,"Goose performs with dramatic lighting and fog effects before packed crowd at Augustine Amphitheatre in St. Augustine, Florida",431.8
GOOSE17.jpg,goose-concert-lighting-augustine-amphitheatre-st-augustine-2-1200w.webp,medium,goose-concert-lighting-augustine-amphitheatre-st-augustine-2-1200w.webp,1200,800,"Goose performs with dramatic lighting and fog effects before packed crowd at Augustine Amphitheatre in St. Augustine, Florida",138.7
GOOSE17.jpg,goose-concert-lighting-augustine-amphitheatre-st-augustine-2-400w.webp,thumb,goose-concert-lighting-augustine-amphitheatre-st-augustine-2-400w.webp,400,266,"Goose performs with dramatic lighting and fog effects before packed crowd at Augustine Amphitheatre in St. Augustine, Florida",17.4
JEWEL-9.JPG,jewel-guitar-performance-augustine-amphitheatre-st-augustine-1920w.webp,large,jewel-guitar-performance-augustine-amphitheatre-st-augustine-1920w.webp,1920,1920,"Jewel performs with white electric guitar wearing black hat at Augustine Amphitheatre in St. Augustine, Florida",270.7
JEWEL-9.JPG,jewel-guitar-performance-augustine-amphitheatre-st-augustine-1200w.webp,medium,jewel-guitar-performance-augustine-amphitheatre-st-augustine-1200w.webp,1200,1200,"Jewel performs with white electric guitar wearing black hat at Augustine Amphitheatre in St. Augustine, Florida",114.5
JEWEL-9.JPG,jewel-guitar-performance-augustine-amphitheatre-st-augustine-400w.webp,thumb,jewel-guitar-performance-augustine-amphitheatre-st-augustine-400w.webp,400,400,"Jewel performs with white electric guitar wearing black hat at Augustine Amphitheatre in St. Augustine, Florida",19.3
MODEST MOUSE02.jpg,audience-enjoying-event-augustine-amphitheatre-st-augustine-1920w.webp,large,audience-enjoying-event-augustine-amphitheatre-st-augustine-1920w.webp,1920,2399,"Young women laughing and enjoying drinks during outdoor event at Augustine Amphitheatre in St. Augustine, Florida",221.3
MODEST MOUSE02.jpg,audience-enjoying-event-augustine-amphitheatre-st-augustine-1200w.webp,medium,audience-enjoying-event-augustine-amphitheatre-st-augustine-1200w.webp,1200,1499,"Young women laughing and enjoying drinks during outdoor event at Augustine Amphitheatre in St. Augustine, Florida",70.5
MODEST MOUSE02.jpg,audience-enjoying-event-augustine-amphitheatre-st-augustine-400w.webp,thumb,audience-enjoying-event-augustine-amphitheatre-st-augustine-400w.webp,400,499,"Young women laughing and enjoying drinks during outdoor event at Augustine Amphitheatre in St. Augustine, Florida",16.7
MODEST MOUSE04.jpg,modest-mouse-fans-augustine-amphitheatre-st-augustine-1920w.webp,large,modest-mouse-fans-augustine-amphitheatre-st-augustine-1920w.webp,1920,2399,"Young fans enjoying Modest Mouse performance in crowd at Augustine Amphitheatre in St. Augustine, Florida",1001.0
MODEST MOUSE04.jpg,modest-mouse-fans-augustine-amphitheatre-st-augustine-1200w.webp,medium,modest-mouse-fans-augustine-amphitheatre-st-augustine-1200w.webp,1200,1499,"Young fans enjoying Modest Mouse performance in crowd at Augustine Amphitheatre in St. Augustine, Florida",261.5
MODEST MOUSE04.jpg,modest-mouse-fans-augustine-amphitheatre-st-augustine-400w.webp,thumb,modest-mouse-fans-augustine-amphitheatre-st-augustine-400w.webp,400,499,"Young fans enjoying Modest Mouse performance in crowd at Augustine Amphitheatre in St. Augustine, Florida",16.6
MODEST MOUSE05.jpg,modest-mouse-audience-high-fives-augustine-amphitheatre-1920w.webp,large,modest-mouse-audience-high-fives-augustine-amphitheatre-1920w.webp,1920,1536,"Audience members give high-fives during Modest Mouse performance at Augustine Amphitheatre in St. Augustine, Florida",567.7
MODEST MOUSE05.jpg,modest-mouse-audience-high-fives-augustine-amphitheatre-1200w.webp,medium,modest-mouse-audience-high-fives-augustine-amphitheatre-1200w.webp,1200,960,"Audience members give high-fives during Modest Mouse performance at Augustine Amphitheatre in St. Augustine, Florida",139.8
MODEST MOUSE05.jpg,modest-mouse-audience-high-fives-augustine-amphitheatre-400w.webp,thumb,modest-mouse-audience-high-fives-augustine-amphitheatre-400w.webp,400,320,"Audience members give high-fives during Modest Mouse performance at Augustine Amphitheatre in St. Augustine, Florida",21.4
MODEST MOUSE06.jpg,modest-mouse-fans-augustine-amphitheatre-st-augustine-2-1920w.webp,large,modest-mouse-fans-augustine-amphitheatre-st-augustine-2-1920w.webp,1920,2400,"Three concert fans posing together with drinks at Augustine Amphitheatre in St. Augustine, Florida",756.0
MODEST MOUSE06.jpg,modest-mouse-fans-augustine-amphitheatre-st-augustine-2-1200w.webp,medium,modest-mouse-fans-augustine-amphitheatre-st-augustine-2-1200w.webp,1200,1500,"Three concert fans posing together with drinks at Augustine Amphitheatre in St. Augustine, Florida",240.1
MODEST MOUSE06.jpg,modest-mouse-fans-augustine-amphitheatre-st-augustine-2-400w.webp,thumb,modest-mouse-fans-augustine-amphitheatre-st-augustine-2-400w.webp,400,500,"Three concert fans posing together with drinks at Augustine Amphitheatre in St. Augustine, Florida",28.8
MODEST MOUSE10.jpg,modest-mouse-fan-laughing-augustine-amphitheatre-event-1920w.webp,large,modest-mouse-fan-laughing-augustine-amphitheatre-event-1920w.webp,1920,2399,"Bearded man with sunglasses and backwards cap laughing while holding drink at Augustine Amphitheatre in St. Augustine, Florida",657.0
MODEST MOUSE10.jpg,modest-mouse-fan-laughing-augustine-amphitheatre-event-1200w.webp,medium,modest-mouse-fan-laughing-augustine-amphitheatre-event-1200w.webp,1200,1499,"Bearded man with sunglasses and backwards cap laughing while holding drink at Augustine Amphitheatre in St. Augustine, Florida",204.2
MODEST MOUSE10.jpg,modest-mouse-fan-laughing-augustine-amphitheatre-event-400w.webp,thumb,modest-mouse-fan-laughing-augustine-amphitheatre-event-400w.webp,400,499,"Bearded man with sunglasses and backwards cap laughing while holding drink at Augustine Amphitheatre in St. Augustine, Florida",13.6
MODEST MOUSE12.jpg,modest-mouse-audience-augustine-amphitheatre-concert-1920w.webp,large,modest-mouse-audience-augustine-amphitheatre-concert-1920w.webp,1920,1536,"Concert audience with raised hands enjoying live performance at Augustine Amphitheatre in St. Augustine, Florida",356.5
MODEST MOUSE12.jpg,modest-mouse-audience-augustine-amphitheatre-concert-1200w.webp,medium,modest-mouse-audience-augustine-amphitheatre-concert-1200w.webp,1200,960,"Concert audience with raised hands enjoying live performance at Augustine Amphitheatre in St. Augustine, Florida",100.6
MODEST MOUSE12.jpg,modest-mouse-audience-augustine-amphitheatre-concert-400w.webp,thumb,modest-mouse-audience-augustine-amphitheatre-concert-400w.webp,400,320,"Concert audience with raised hands enjoying live performance at Augustine Amphitheatre in St. Augustine, Florida",14.4
MODEST MOUSE14.jpg,modest-mouse-acoustic-performance-augustine-amphitheatre-st-augustine-1920w.webp,large,modest-mouse-acoustic-performance-augustine-amphitheatre-st-augustine-1920w.webp,1920,1280,"Modest Mouse guitarist performing with acoustic guitar under blue stage lighting at Augustine Amphitheatre in St. Augustine, Florida",97.5
MODEST MOUSE14.jpg,modest-mouse-acoustic-performance-augustine-amphitheatre-st-augustine-1200w.webp,medium,modest-mouse-acoustic-performance-augustine-amphitheatre-st-augustine-1200w.webp,1200,800,"Modest Mouse guitarist performing with acoustic guitar under blue stage lighting at Augustine Amphitheatre in St. Augustine, Florida",47.4
MODEST MOUSE14.jpg,modest-mouse-acoustic-performance-augustine-amphitheatre-st-augustine-400w.webp,thumb,modest-mouse-acoustic-performance-augustine-amphitheatre-st-augustine-400w.webp,400,266,"Modest Mouse guitarist performing with acoustic guitar under blue stage lighting at Augustine Amphitheatre in St. Augustine, Florida",10.4
MOONTAXI_DC-1.JPG,moontaxi-dc-live-performance-augustine-amphitheatre-st-augustine-1920w.webp,large,moontaxi-dc-live-performance-augustine-amphitheatre-st-augustine-1920w.webp,1638,2048,"Moontaxi Dc guitarist performing on stage with dramatic lighting at Augustine Amphitheatre in St. Augustine, Florida",198.0
MOONTAXI_DC-1.JPG,moontaxi-dc-live-performance-augustine-amphitheatre-st-augustine-1200w.webp,medium,moontaxi-dc-live-performance-augustine-amphitheatre-st-augustine-1200w.webp,1200,1500,"Moontaxi Dc guitarist performing on stage with dramatic lighting at Augustine Amphitheatre in St. Augustine, Florida",109.8
MOONTAXI_DC-1.JPG,moontaxi-dc-live-performance-augustine-amphitheatre-st-augustine-400w.webp,thumb,moontaxi-dc-live-performance-augustine-amphitheatre-st-augustine-400w.webp,400,500,"Moontaxi Dc guitarist performing on stage with dramatic lighting at Augustine Amphitheatre in St. Augustine, Florida",19.8
MOONTAXI_DC-2.JPG,moontaxi-dc-live-performance-augustine-amphitheatre-1920w.webp,large,moontaxi-dc-live-performance-augustine-amphitheatre-1920w.webp,1638,2048,"Moontaxi Dc performing with acoustic guitar and microphone at Augustine Amphitheatre in St. Augustine, Florida",162.5
MOONTAXI_DC-2.JPG,moontaxi-dc-live-performance-augustine-amphitheatre-1200w.webp,medium,moontaxi-dc-live-performance-augustine-amphitheatre-1200w.webp,1200,1500,"Moontaxi Dc performing with acoustic guitar and microphone at Augustine Amphitheatre in St. Augustine, Florida",107.3
MOONTAXI_DC-2.JPG,moontaxi-dc-live-performance-augustine-amphitheatre-400w.webp,thumb,moontaxi-dc-live-performance-augustine-amphitheatre-400w.webp,400,500,"Moontaxi Dc performing with acoustic guitar and microphone at Augustine Amphitheatre in St. Augustine, Florida",22.5
PRETTY LIGHTS 2_01.jpg,pretty-lights-concert-augustine-amphitheatre-st-augustine-1920w.webp,large,pretty-lights-concert-augustine-amphitheatre-st-augustine-1920w.webp,1080,1350,"Pretty Lights 2 performing with dramatic lighting and crowd at Augustine Amphitheatre in St. Augustine, Florida",208.2
PRETTY LIGHTS 2_01.jpg,pretty-lights-concert-augustine-amphitheatre-st-augustine-1200w.webp,medium,pretty-lights-concert-augustine-amphitheatre-st-augustine-1200w.webp,1080,1350,"Pretty Lights 2 performing with dramatic lighting and crowd at Augustine Amphitheatre in St. Augustine, Florida",208.2
PRETTY LIGHTS 2_01.jpg,pretty-lights-concert-augustine-amphitheatre-st-augustine-400w.webp,thumb,pretty-lights-concert-augustine-amphitheatre-st-augustine-400w.webp,400,500,"Pretty Lights 2 performing with dramatic lighting and crowd at Augustine Amphitheatre in St. Augustine, Florida",29.9
